	txNomeParlamentar	ideCadastro	sgUF	sgPartido	txtDescricao	txtDescricaoEspecificacao	txtFornecedor	txtCNPJCPF	datEmissao	vlrLiquido	numMes	numAno	txtPassageiro	nuDeputadoId	ideDocumento	urlDocumento
178345	Beto Pereira	204358.0	MS	PSDB	TELEFONIA		TELEFÔNICA BRASIL S.A. VIVO	025.581.570/0016-2	2019-10-04 00:00:00	542.98	10	2019		3432	6973438	
178346	Beto Pereira	204358.0	MS	PSDB	TELEFONIA		TELEFÔNICA BRASIL S.A. VIVO	025.581.570/0016-2	2019-11-03 23:00:00	542.98	11	2019		3432	6973435	
178347	Beto Pereira	204358.0	MS	PSDB	TELEFONIA		Telefônica Brasil S/A	025.581.570/0016-2	2019-03-04 00:00:00	516.38	3	2019		3432	6795298	
178348	Beto Pereira	204358.0	MS	PSDB	TELEFONIA		VIVO - Telefônica Brasil S.A.	025.581.570/0016-2	2019-05-04 00:00:00	511.98	5	2019		3432	6831683	
178349	Beto Pereira	204358.0	MS	PSDB	SERVIÇOS POSTAIS		CORREIOS - CAIXA DE ENCOMENDAS BÁSICA/CONVENCIONAL	000.000.000/0000-7	2019-09-04 16:05:34	21.2	9	2019		3432	0	
178350	Beto Pereira	204358.0	MS	PSDB	SERVIÇOS POSTAIS		CORREIOS - CARTA REGISTRADA	000.000.000/0000-7	2019-02-21 10:00:11	7.7	2	2019		3432	0	
178351	Beto Pereira	204358.0	MS	PSDB	SERVIÇOS POSTAIS		CORREIOS - CARTA REGISTRADA	000.000.000/0000-7	2019-03-19 13:27:19	8.45	3	2019		3432	0	
178352	Beto Pereira	204358.0	MS	PSDB	SERVIÇOS POSTAIS		CORREIOS - ENCOMENDA PAC	000.000.000/0000-7	2019-06-19 15:25:04	383.4	6	2019		3432	0	
178353	Beto Pereira	204358.0	MS	PSDB	SERVIÇOS POSTAIS		CORREIOS - ENCOMENDA PAC	000.000.000/0000-7	2019-09-04 16:03:05	70.25	9	2019		3432	0	
178354	Beto Pereira	204358.0	MS	PSDB	FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR		42 ORIGINAL BURGUER LTDA	210.435.360/0016-4	2019-08-10 00:00:00	50.5	8	2019		3432	6910913	https://www.camara.leg.br/cota-parlamentar/documentos/publ/3432/2019/6910913.pdf
178355	Beto Pereira	204358.0	MS	PSDB	FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR		AEROTRIO ALIMENTOS LIMITADA	198.370.000/0017-9	2019-06-19 00:00:00	67.8	6	2019		3432	6857828	http://camara.leg.br/cota-parlamentar/nota-fiscal-eletronica?ideDocumentoFiscal=6857828
178356	Beto Pereira	204358.0	MS	PSDB	FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR		AFC ALIMENTOS LTDA	045.384.540/0017-1	2019-07-09 00:00:00	89.1	7	2019		3432	6871074	http://camara.leg.br/cota-parlamentar/nota-fiscal-eletronica?ideDocumentoFiscal=6871074
178357	Beto Pereira	204358.0	MS	PSDB	FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR		C GOMES DOS SANTOS RESTAURANTES E LANCHONETES LTD	140.177.810/0021-2	2019-08-05 00:00:00	31.0	8	2019		3432	6883382	http://camara.leg.br/cota-parlamentar/nota-fiscal-eletronica?ideDocumentoFiscal=6883382
178358	Beto Pereira	204358.0	MS	PSDB	FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR		C.B. BRASILIA COMERCIO DE ALIMENTOS LTDA	119.037.890/0010-7	2019-07-09 00:00:00	83.0	7	2019		3432	6870690	http://camara.leg.br/cota-parlamentar/nota-fiscal-eletronica?ideDocumentoFiscal=6870690
178359	Beto Pereira	204358.0	MS	PSDB	FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR		CAPELOSO REFEIÇÕES EIRELI ME	249.951.220/0012-3	2019-07-15 00:00:00	20.75	7	2019		3432	6885176	https://www.camara.leg.br/cota-parlamentar/documentos/publ/3432/2019/6885176.pdf
178360	Beto Pereira	204358.0	MS	PSDB	FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR		CAPELOSO REFEIÇÕES EIRELI ME	249.951.220/0012-3	2019-07-18 00:00:00	22.82	7	2019		3432	6885059	https://www.camara.leg.br/cota-parlamentar/documentos/publ/3432/2019/6885059.pdf
178361	Beto Pereira	204358.0	MS	PSDB	FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR		CAPELOSO REFEIÇÕES EIRELI ME	249.951.220/0012-3	2019-07-19 00:00:00	18.31	7	2019		3432	6885087	https://www.camara.leg.br/cota-parlamentar/documentos/publ/3432/2019/6885087.pdf
178362	Beto Pereira	204358.0	MS	PSDB	FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR		CAPELOSO REFEIÇÕES EIRELI ME	249.951.220/0012-3	2019-07-24 00:00:00	27.0	7	2019		3432	6885080	https://www.camara.leg.br/cota-parlamentar/documentos/publ/3432/2019/6885080.pdf
178363	Beto Pereira	204358.0	MS	PSDB	FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR		CAPELOSO REFEIÇÕES EIRELI ME	249.951.220/0012-3	2019-07-29 00:00:00	21.0	7	2019		3432	6885074	https://www.camara.leg.br/cota-parlamentar/documentos/publ/3432/2019/6885074.pdf
178364	Beto Pereira	204358.0	MS	PSDB	FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR		CAPELOSO REFEIÇÕES EIRELI ME	249.951.220/0012-3	2019-07-30 00:00:00	19.21	7	2019		3432	6885067	https://www.camara.leg.br/cota-parlamentar/documentos/publ/3432/2019/6885067.pdf
178365	Beto Pereira	204358.0	MS	PSDB	FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR		CAPELOSO REFEIÇÕES EIRELI ME	249.951.220/0012-3	2019-08-12 00:00:00	31.43	8	2019		3432	6910899	https://www.camara.leg.br/cota-parlamentar/documentos/publ/3432/2019/6910899.pdf
178366	Beto Pereira	204358.0	MS	PSDB	FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR		EMPORIO ARABE BRASILIA LTDA ME	236.099.540/0010-0	2019-06-27 00:00:00	115.17	6	2019		3432	6870699	http://camara.leg.br/cota-parlamentar/nota-fiscal-eletronica?ideDocumentoFiscal=6870699
178367	Beto Pereira	204358.0	MS	PSDB	FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR		ESTAÇÃO BAURU DE ALIMENTOS LTDA	041.595.710/0012-4	2019-03-30 00:00:00	76.25	3	2019		3432	6795336	https://www.camara.leg.br/cota-parlamentar/documentos/publ/3432/2019/6795336.pdf
178368	Beto Pereira	204358.0	MS	PSDB	FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR		J & U COMERCIO DE ALIMENTOS LTDA	312.912.250/0017-8	2019-04-17 00:00:00	40.0	4	2019		3432	6842366	http://camara.leg.br/cota-parlamentar/nota-fiscal-eletronica?ideDocumentoFiscal=6842366
178369	Beto Pereira	204358.0	MS	PSDB	FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR		MAIA & TAVARES LTDA	032.477.600/0027-7	2019-07-09 00:00:00	42.5	7	2019		3432	6870406	http://camara.leg.br/cota-parlamentar/nota-fiscal-eletronica?ideDocumentoFiscal=6870406
178370	Beto Pereira	204358.0	MS	PSDB	FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR		MARZUK COM. DE ALIMENTOS LTDA ME	109.238.120/0016-2	2019-05-30 00:00:00	113.06	5	2019		3432	6841669	http://camara.leg.br/cota-parlamentar/nota-fiscal-eletronica?ideDocumentoFiscal=6841669
178371	Beto Pereira	204358.0	MS	PSDB	FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR		MARZUK COM. DE ALIMENTOS LTDA ME	109.238.120/0016-2	2019-07-10 00:00:00	43.1	7	2019		3432	6872263	http://camara.leg.br/cota-parlamentar/nota-fiscal-eletronica?ideDocumentoFiscal=6872263
178372	Beto Pereira	204358.0	MS	PSDB	FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR		NATURE RESTAURANTE LTDA	119.165.920/0010-2	2019-08-03 00:00:00	48.25	8	2019		3432	6885100	https://www.camara.leg.br/cota-parlamentar/documentos/publ/3432/2019/6885100.pdf
178373	Beto Pereira	204358.0	MS	PSDB	FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR		PBJM COMERCIO DE GENEROS ALIMENTICIOS LTDA	090.541.580/0011-9	2019-08-15 00:00:00	60.38	8	2019		3432	6910868	http://camara.leg.br/cota-parlamentar/nota-fiscal-eletronica?ideDocumentoFiscal=6910868
178374	Beto Pereira	204358.0	MS	PSDB	FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR		READY BEEF COM DE CARNES LTDA	056.529.630/0019-3	2019-03-21 00:00:00	105.0	3	2019		3432	6788787	http://camara.leg.br/cota-parlamentar/nota-fiscal-eletronica?ideDocumentoFiscal=6788787
178375	Beto Pereira	204358.0	MS	PSDB	FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR		RESTAURANTE DAS MINAS LTDA	042.770.810/0039-4	2019-07-08 00:00:00	56.81	7	2019		3432	6870440	http://camara.leg.br/cota-parlamentar/nota-fiscal-eletronica?ideDocumentoFiscal=6870440
178376	Beto Pereira	204358.0	MS	PSDB	FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR		SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL SENAC	334.691.720/0164-4	2019-02-06 00:00:00	70.63	2	2019		3432	6760642	http://camara.leg.br/cota-parlamentar/nota-fiscal-eletronica?ideDocumentoFiscal=6760642
178377	Beto Pereira	204358.0	MS	PSDB	FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR		SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL SENAC	334.691.720/0164-4	2019-06-26 00:00:00	66.49	6	2019		3432	6885188	http://camara.leg.br/cota-parlamentar/nota-fiscal-eletronica?ideDocumentoFiscal=6885188
178378	Beto Pereira	204358.0	MS	PSDB	FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR		SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL SENAC	334.691.720/0164-4	2019-02-27 00:00:00	66.49	2	2019		3432	6773984	http://camara.leg.br/cota-parlamentar/nota-fiscal-eletronica?ideDocumentoFiscal=6773984
178379	Beto Pereira	204358.0	MS	PSDB	FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR		SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL SENAC	334.691.720/0164-4	2019-04-04 00:00:00	72.42	4	2019		3432	6800750	http://camara.leg.br/cota-parlamentar/nota-fiscal-eletronica?ideDocumentoFiscal=6800750
178380	Beto Pereira	204358.0	MS	PSDB	FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR		SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL SENAC	334.691.720/0164-4	2019-04-15 00:00:00	69.21	4	2019		3432	6806259	http://camara.leg.br/cota-parlamentar/nota-fiscal-eletronica?ideDocumentoFiscal=6806259
178381	Beto Pereira	204358.0	MS	PSDB	FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR		SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL SENAC	334.691.720/0164-4	2019-08-21 00:00:00	70.57	8	2019		3432	6910884	http://camara.leg.br/cota-parlamentar/nota-fiscal-eletronica?ideDocumentoFiscal=6910884
178382	Beto Pereira	204358.0	MS	PSDB	FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR		SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL SENAC	334.691.720/0164-4	2019-09-05 00:00:00	66.49	9	2019		3432	6916111	http://camara.leg.br/cota-parlamentar/nota-fiscal-eletronica?ideDocumentoFiscal=6916111
178383	Beto Pereira	204358.0	MS	PSDB	FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR		SILT SELF SERVICE EIRELI ME	072.867.310/0019-4	2019-04-10 00:00:00	29.01	4	2019		3432	6804432	http://camara.leg.br/cota-parlamentar/nota-fiscal-eletronica?ideDocumentoFiscal=6804432
178384	Beto Pereira	204358.0	MS	PSDB	FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR		SILT SELF SERVICE EIRELI ME	072.867.310/0019-4	2019-04-09 00:00:00	74.93	4	2019		3432	6802249	http://camara.leg.br/cota-parlamentar/nota-fiscal-eletronica?ideDocumentoFiscal=6802249
178385	Beto Pereira	204358.0	MS	PSDB	FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR		SUMO	124.683.110/0016-9	2019-08-13 00:00:00	49.95	8	2019		3432	6910874	http://camara.leg.br/cota-parlamentar/nota-fiscal-eletronica?ideDocumentoFiscal=6910874
178386	Beto Pereira	204358.0	MS	PSDB	FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR		ZRC COMERCIO DE ALIMENTOS EIRELI	276.882.390/0015-2	2019-07-11 00:00:00	172.2	7	2019		3432	6874046	http://camara.leg.br/cota-parlamentar/nota-fiscal-eletronica?ideDocumentoFiscal=6874046
178387	Beto Pereira	204358.0	MS	PSDB	HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.		ALTA - X ADMINISTRADORA DE IMOVEIS LTDA - ME	107.834.660/0016-4	2019-05-16 00:00:00	1080.0	5	2019		3432	6841676	http://camara.leg.br/cota-parlamentar/nota-fiscal-eletronica?ideDocumentoFiscal=6841676
178388	Beto Pereira	204358.0	MS	PSDB	HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.		ALTA - X ADMINISTRADORA DE IMOVEIS LTDA - ME	107.834.660/0016-4	2019-05-16 00:00:00	360.0	5	2019		3432	6831706	http://camara.leg.br/cota-parlamentar/nota-fiscal-eletronica?ideDocumentoFiscal=6831706
178389	Beto Pereira	204358.0	MS	PSDB	HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.		ALTA - X ADMINISTRADORA DE IMOVEIS LTDA - ME	107.834.660/0016-4	2019-06-18 00:00:00	180.0	6	2019		3432	6854891	http://camara.leg.br/cota-parlamentar/nota-fiscal-eletronica?ideDocumentoFiscal=6854891
178390	Beto Pereira	204358.0	MS	PSDB	HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.		ALTA-X ADMINISTRADORA DE IMOVEIS LTDA.	107.834.660/0016-4	2019-04-11 00:00:00	660.0	4	2019		3432	6806486	http://camara.leg.br/cota-parlamentar/nota-fiscal-eletronica?ideDocumentoFiscal=6806486
178391	Beto Pereira	204358.0	MS	PSDB	HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.		Aritana Palace Hotel Ltda-ME	177.372.950/0018-6	2019-05-01 00:00:00	788.0	5	2019		3432	6828506	https://www.camara.leg.br/cota-parlamentar/documentos/publ/3432/2019/6828506.pdf
178392	Beto Pereira	204358.0	MS	PSDB	HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.		FONTEBASSO E ZATI LTDA - ME	088.819.240/0015-6	2019-07-12 00:00:00	164.5	7	2019		3432	6876431	https://www.camara.leg.br/cota-parlamentar/documentos/publ/3432/2019/6876431.pdf
178393	Beto Pereira	204358.0	MS	PSDB	HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.		FONTEBASSO E ZATI LTDA - ME	088.819.240/0015-6	2019-07-15 00:00:00	327.0	7	2019		3432	6876383	https://www.camara.leg.br/cota-parlamentar/documentos/publ/3432/2019/6876383.pdf
178394	Beto Pereira	204358.0	MS	PSDB	HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.		FREITAS E BORDAO LTDA ME	111.593.640/0013-5	2019-05-27 00:00:00	462.0	5	2019		3432	6842417	https://www.camara.leg.br/cota-parlamentar/documentos/publ/3432/2019/6842417.pdf
178395	Beto Pereira	204358.0	MS	PSDB	HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.		FREITAS E BORDAO LTDA ME	111.593.640/0013-5	2019-08-06 00:00:00	603.93	8	2019		3432	6893063	https://www.camara.leg.br/cota-parlamentar/documentos/publ/3432/2019/6893063.pdf
178396	Beto Pereira	204358.0	MS	PSDB	HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.		HOTEL BAHAMAS LTDA	015.122.010/0013-0	2019-09-04 00:00:00	950.0	9	2019		3432	6916105	https://www.camara.leg.br/cota-parlamentar/documentos/publ/3432/2019/6916105.pdf
178397	Beto Pereira	204358.0	MS	PSDB	HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.		J.H.H. HOTEIS LTDA FILIAL	159.067.530/0021-9	2019-05-25 00:00:00	210.0	5	2019		3432	6842419	https://www.camara.leg.br/cota-parlamentar/documentos/publ/3432/2019/6842419.pdf
178398	Beto Pereira	204358.0	MS	PSDB	HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.		Plazza Hotel Ltda - ME	178.210.740/0019-1	2019-04-28 00:00:00	215.0	4	2019		3432	6822315	https://www.camara.leg.br/cota-parlamentar/documentos/publ/3432/2019/6822315.pdf
178399	Beto Pereira	204358.0	MS	PSDB	HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.		UP ADMINISTRADORA- ALLIA GRAN BRASILIA	126.205.430/0035-2	2019-02-02 00:00:00	805.0	2	2019		3432	6765731	http://camara.leg.br/cota-parlamentar/nota-fiscal-eletronica?ideDocumentoFiscal=6765731
178400	Beto Pereira	204358.0	MS	PSDB	LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES		RENTAL LOCADORA DE BENS E VEICULOS LTDA EPP	368.011.990/0010-2	2019-02-25 00:00:00	5800.0	2	2019		3432	6772716	https://www.camara.leg.br/cota-parlamentar/documentos/publ/3432/2019/6772716.pdf
178401	Beto Pereira	204358.0	MS	PSDB	LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES		RENTAL LOCADORA DE BENS E VEICULOS LTDA EPP	368.011.990/0010-2	2019-02-25 00:00:00	2700.0	2	2019		3432	6772738	https://www.camara.leg.br/cota-parlamentar/documentos/publ/3432/2019/6772738.pdf
178402	Beto Pereira	204358.0	MS	PSDB	LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES		RENTAL LOCADORA DE BENS E VEICULOS LTDA EPP	368.011.990/0010-2	2019-03-25 00:00:00	5800.0	3	2019		3432	6789994	https://www.camara.leg.br/cota-parlamentar/documentos/publ/3432/2019/6789994.pdf
178403	Beto Pereira	204358.0	MS	PSDB	LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES		RENTAL LOCADORA DE BENS E VEICULOS LTDA EPP	368.011.990/0010-2	2019-03-25 00:00:00	2700.0	3	2019		3432	6790009	https://www.camara.leg.br/cota-parlamentar/documentos/publ/3432/2019/6790009.pdf
178404	Beto Pereira	204358.0	MS	PSDB	LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES		RENTAL LOCADORA DE BENS E VEICULOS LTDA EPP	368.011.990/0010-2	2019-04-25 00:00:00	5800.0	4	2019		3432	6813920	https://www.camara.leg.br/cota-parlamentar/documentos/publ/3432/2019/6813920.pdf
178405	Beto Pereira	204358.0	MS	PSDB	LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES		RENTAL LOCADORA DE BENS E VEICULOS LTDA EPP	368.011.990/0010-2	2019-04-25 00:00:00	2700.0	4	2019		3432	6813910	https://www.camara.leg.br/cota-parlamentar/documentos/publ/3432/2019/6813910.pdf
178406	Beto Pereira	204358.0	MS	PSDB	LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES		RENTAL LOCADORA DE BENS E VEICULOS LTDA EPP	368.011.990/0010-2	2019-05-25 00:00:00	6913.0	5	2019		3432	6840911	https://www.camara.leg.br/cota-parlamentar/documentos/publ/3432/2019/6840911.pdf
178407	Beto Pereira	204358.0	MS	PSDB	LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES		RENTAL LOCADORA DE BENS E VEICULOS LTDA EPP	368.011.990/0010-2	2019-05-25 00:00:00	5800.0	5	2019		3432	6840906	https://www.camara.leg.br/cota-parlamentar/documentos/publ/3432/2019/6840906.pdf
178408	Beto Pereira	204358.0	MS	PSDB	LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES		RENTAL LOCADORA DE BENS E VEICULOS LTDA EPP	368.011.990/0010-2	2019-06-25 00:00:00	6913.0	6	2019		3432	6859037	https://www.camara.leg.br/cota-parlamentar/documentos/publ/3432/2019/6859037.pdf
178409	Beto Pereira	204358.0	MS	PSDB	LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES		RENTAL LOCADORA DE BENS E VEICULOS LTDA EPP	368.011.990/0010-2	2019-06-25 00:00:00	5800.0	6	2019		3432	6857443	https://www.camara.leg.br/cota-parlamentar/documentos/publ/3432/2019/6857443.pdf
178410	Beto Pereira	204358.0	MS	PSDB	LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES		RENTAL LOCADORA DE BENS E VEICULOS LTDA EPP	368.011.990/0010-2	2019-07-25 00:00:00	8950.0	7	2019		3432	6880193	https://www.camara.leg.br/cota-parlamentar/documentos/publ/3432/2019/6880193.pdf
178411	Beto Pereira	204358.0	MS	PSDB	LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES		RENTAL LOCADORA DE BENS E VEICULOS LTDA EPP	368.011.990/0010-2	2019-07-25 00:00:00	3763.0	7	2019		3432	6880198	https://www.camara.leg.br/cota-parlamentar/documentos/publ/3432/2019/6880198.pdf
178412	Beto Pereira	204358.0	MS	PSDB	LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES		RENTAL LOCADORA DE BENS E VEICULOS LTDA EPP	368.011.990/0010-2	2019-08-25 00:00:00	8950.0	8	2019		3432	6906860	https://www.camara.leg.br/cota-parlamentar/documentos/publ/3432/2019/6906860.pdf
178413	Beto Pereira	204358.0	MS	PSDB	LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES		RENTAL LOCADORA DE BENS E VEICULOS LTDA EPP	368.011.990/0010-2	2019-08-25 00:00:00	3763.0	8	2019		3432	6906866	https://www.camara.leg.br/cota-parlamentar/documentos/publ/3432/2019/6906866.pdf
178414	Beto Pereira	204358.0	MS	PSDB	LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES		RENTAL LOCADORA DE BENS E VEICULOS LTDA EPP	368.011.990/0010-2	2019-09-25 00:00:00	6913.0	9	2019		3432	6930301	https://www.camara.leg.br/cota-parlamentar/documentos/publ/3432/2019/6930301.pdf
178415	Beto Pereira	204358.0	MS	PSDB	LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES		RENTAL LOCADORA DE BENS E VEICULOS LTDA EPP	368.011.990/0010-2	2019-09-25 00:00:00	5800.0	9	2019		3432	6930293	https://www.camara.leg.br/cota-parlamentar/documentos/publ/3432/2019/6930293.pdf
178416	Beto Pereira	204358.0	MS	PSDB	LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES		RENTAL LOCADORA DE BENS E VEICULOS LTDA EPP	368.011.990/0010-2	2019-10-24 23:00:00	6913.0	10	2019		3432	6953850	https://www.camara.leg.br/cota-parlamentar/documentos/publ/3432/2019/6953850.pdf
178417	Beto Pereira	204358.0	MS	PSDB	LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES		RENTAL LOCADORA DE BENS E VEICULOS LTDA EPP	368.011.990/0010-2	2019-10-24 23:00:00	5800.0	10	2019		3432	6953844	https://www.camara.leg.br/cota-parlamentar/documentos/publ/3432/2019/6953844.pdf
178418	Beto Pereira	204358.0	MS	PSDB	LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES		RENTAL LOCADORA DE BENS E VEICULOS LTDA EPP	368.011.990/0010-2	2019-11-24 23:00:00	6913.0	11	2019		3432	6972164	https://www.camara.leg.br/cota-parlamentar/documentos/publ/3432/2019/6972164.pdf
178419	Beto Pereira	204358.0	MS	PSDB	LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES		RENTAL LOCADORA DE BENS E VEICULOS LTDA EPP	368.011.990/0010-2	2019-11-24 23:00:00	5800.0	11	2019		3432	6972160	https://www.camara.leg.br/cota-parlamentar/documentos/publ/3432/2019/6972160.pdf
178420	Beto Pereira	204358.0	MS	PSDB	PASSAGEM AÉREA - RPA		Cia Aérea - AVIANCA	025.758.290/0014-8	2019-02-05 00:00:00	479.57	2	2019	Beto Pereira	3432	1635910	
178421	Beto Pereira	204358.0	MS	PSDB	PASSAGEM AÉREA - RPA		Cia Aérea - AVIANCA	025.758.290/0014-8	2019-02-13 00:00:00	570.89	2	2019	Beto Pereira	3432	1636583	
178422	Beto Pereira	204358.0	MS	PSDB	PASSAGEM AÉREA - RPA		Cia Aérea - AVIANCA	025.758.290/0014-8	2019-02-13 00:00:00	428.49	2	2019	Beto Pereira	3432	1636584	
178423	Beto Pereira	204358.0	MS	PSDB	PASSAGEM AÉREA - RPA		Cia Aérea - AVIANCA	025.758.290/0014-8	2019-02-13 00:00:00	428.49	2	2019	Beto Pereira	3432	1636585	
178424	Beto Pereira	204358.0	MS	PSDB	PASSAGEM AÉREA - RPA		Cia Aérea - AVIANCA	025.758.290/0014-8	2019-02-13 00:00:00	250.89	2	2019	Beto Pereira	3432	1636586	
178425	Beto Pereira	204358.0	MS	PSDB	PASSAGEM AÉREA - RPA		Cia Aérea - AVIANCA	025.758.290/0014-8	2019-02-13 00:00:00	574.49	2	2019	Beto Pereira	3432	1636587	
178426	Beto Pereira	204358.0	MS	PSDB	PASSAGEM AÉREA - RPA		Cia Aérea - AVIANCA	025.758.290/0014-8	2019-02-13 00:00:00	180.89	2	2019	Beto Pereira	3432	1636588	
178427	Beto Pereira	204358.0	MS	PSDB	PASSAGEM AÉREA - RPA		Cia Aérea - AVIANCA	025.758.290/0014-8	2019-02-13 00:00:00	184.49	2	2019	Beto Pereira	3432	1636589	
178428	Beto Pereira	204358.0	MS	PSDB	PASSAGEM AÉREA - RPA		Cia Aérea - AVIANCA	025.758.290/0014-8	2019-02-15 00:00:00	494.89	2	2019	Beto Pereira	3432	1636725	
178429	Beto Pereira	204358.0	MS	PSDB	PASSAGEM AÉREA - RPA		Cia Aérea - AVIANCA	025.758.290/0014-8	2019-02-15 00:00:00	130.89	2	2019	Beto Pereira	3432	1636726	
178430	Beto Pereira	204358.0	MS	PSDB	PASSAGEM AÉREA - RPA		Cia Aérea - AVIANCA	025.758.290/0014-8	2019-02-15 00:00:00	134.49	2	2019	Beto Pereira	3432	1636727	
178431	Beto Pereira	204358.0	MS	PSDB	PASSAGEM AÉREA - RPA		Cia Aérea - AVIANCA	025.758.290/0014-8	2019-02-15 00:00:00	198.49	2	2019	Beto Pereira	3432	1636728	
178432	Beto Pereira	204358.0	MS	PSDB	PASSAGEM AÉREA - RPA		Cia Aérea - AVIANCA	025.758.290/0014-8	2019-02-15 00:00:00	194.89	2	2019	Beto Pereira	3432	1636729	
178433	Beto Pereira	204358.0	MS	PSDB	PASSAGEM AÉREA - RPA		Cia Aérea - AVIANCA	025.758.290/0014-8	2019-02-15 00:00:00	328.49	2	2019	Beto Pereira	3432	1636730	
